itemid,datasetid,fold,hasbird
127300.wav,ff1010bird,3,0
127301.wav,ff1010bird,3,0
127302.wav,ff1010bird,3,0
127303.wav,ff1010bird,3,0
127304.wav,ff1010bird,3,0
127305.wav,ff1010bird,3,1
127306.wav,ff1010bird,3,0
127307.wav,ff1010bird,3,0
127308.wav,ff1010bird,3,0
127309.wav,ff1010bird,3,0
127312.wav,ff1010bird,3,0
127313.wav,ff1010bird,3,0
127314.wav,ff1010bird,3,0
127317.wav,ff1010bird,3,1
127340.wav,ff1010bird,3,0
127341.wav,ff1010bird,3,0
127342.wav,ff1010bird,3,0
127343.wav,ff1010bird,3,0
127344.wav,ff1010bird,3,1
127345.wav,ff1010bird,3,0
127346.wav,ff1010bird,3,0
127347.wav,ff1010bird,3,0
127349.wav,ff1010bird,3,0
127350.wav,ff1010bird,3,0
127351.wav,ff1010bird,3,0
127352.wav,ff1010bird,3,0
127353.wav,ff1010bird,3,1
127354.wav,ff1010bird,3,0
127355.wav,ff1010bird,3,0
127356.wav,ff1010bird,3,0
127357.wav,ff1010bird,3,0
127358.wav,ff1010bird,3,0
127359.wav,ff1010bird,3,0
127360.wav,ff1010bird,3,0
127361.wav,ff1010bird,3,0
127362.wav,ff1010bird,3,0
127363.wav,ff1010bird,3,0
127364.wav,ff1010bird,3,0
127365.wav,ff1010bird,3,0
127366.wav,ff1010bird,3,0
127370.wav,ff1010bird,3,0
127371.wav,ff1010bird,3,0
127372.wav,ff1010bird,3,0
127373.wav,ff1010bird,3,0
127374.wav,ff1010bird,3,0
127375.wav,ff1010bird,3,0
127376.wav,ff1010bird,3,0
127377.wav,ff1010bird,3,0
127379.wav,ff1010bird,3,1
127380.wav,ff1010bird,3,0
127381.wav,ff1010bird,3,0
127382.wav,ff1010bird,3,0
127390.wav,ff1010bird,3,0
127433.wav,ff1010bird,3,0
127434.wav,ff1010bird,3,0
127435.wav,ff1010bird,3,0
127436.wav,ff1010bird,3,0
127437.wav,ff1010bird,3,0
127438.wav,ff1010bird,3,1
127439.wav,ff1010bird,3,0
127440.wav,ff1010bird,3,0
127441.wav,ff1010bird,3,0
127442.wav,ff1010bird,3,0
127443.wav,ff1010bird,3,0
127444.wav,ff1010bird,3,0
127445.wav,ff1010bird,3,1
127456.wav,ff1010bird,3,0
127508.wav,ff1010bird,3,0
127509.wav,ff1010bird,3,0
127510.wav,ff1010bird,3,1
127511.wav,ff1010bird,3,0
127512.wav,ff1010bird,3,0
127513.wav,ff1010bird,3,0
127514.wav,ff1010bird,3,0
127515.wav,ff1010bird,3,0
127516.wav,ff1010bird,3,0
127517.wav,ff1010bird,3,0
127518.wav,ff1010bird,3,0
127519.wav,ff1010bird,3,0
127521.wav,ff1010bird,3,0
127522.wav,ff1010bird,3,0
127523.wav,ff1010bird,3,0
127524.wav,ff1010bird,3,0
127525.wav,ff1010bird,3,0
127562.wav,ff1010bird,3,0
127563.wav,ff1010bird,3,0
127590.wav,ff1010bird,3,0
127605.wav,ff1010bird,3,0
127606.wav,ff1010bird,3,0
127607.wav,ff1010bird,3,0
127609.wav,ff1010bird,3,0
127610.wav,ff1010bird,3,0
127611.wav,ff1010bird,3,0
127612.wav,ff1010bird,3,0
127616.wav,ff1010bird,3,0
127617.wav,ff1010bird,3,0
127618.wav,ff1010bird,3,0
127619.wav,ff1010bird,3,0
127620.wav,ff1010bird,3,0
127621.wav,ff1010bird,3,0
127622.wav,ff1010bird,3,0
127623.wav,ff1010bird,3,0
127624.wav,ff1010bird,3,0
127625.wav,ff1010bird,3,0
127626.wav,ff1010bird,3,0
127627.wav,ff1010bird,3,0
127628.wav,ff1010bird,3,0
127629.wav,ff1010bird,3,0
127630.wav,ff1010bird,3,0
127631.wav,ff1010bird,3,0
127632.wav,ff1010bird,3,0
127633.wav,ff1010bird,3,0
127634.wav,ff1010bird,3,0
127635.wav,ff1010bird,3,0
127636.wav,ff1010bird,3,0
127637.wav,ff1010bird,3,0
127638.wav,ff1010bird,3,0
127639.wav,ff1010bird,3,0
127640.wav,ff1010bird,3,0
127671.wav,ff1010bird,3,0
127672.wav,ff1010bird,3,1
127673.wav,ff1010bird,3,1
127719.wav,ff1010bird,3,0
127720.wav,ff1010bird,3,0
127724.wav,ff1010bird,3,0
127725.wav,ff1010bird,3,0
127726.wav,ff1010bird,3,0
127727.wav,ff1010bird,3,0
127729.wav,ff1010bird,3,0
127736.wav,ff1010bird,3,0
127737.wav,ff1010bird,3,0
127796.wav,ff1010bird,3,0
127798.wav,ff1010bird,3,0
127799.wav,ff1010bird,3,0
127800.wav,ff1010bird,3,0
127801.wav,ff1010bird,3,0
127802.wav,ff1010bird,3,0
127833.wav,ff1010bird,3,1
127836.wav,ff1010bird,3,0
127838.wav,ff1010bird,3,0
127839.wav,ff1010bird,3,0
127841.wav,ff1010bird,3,0
127842.wav,ff1010bird,3,0
127843.wav,ff1010bird,3,0
127844.wav,ff1010bird,3,0
127851.wav,ff1010bird,3,0
127863.wav,ff1010bird,3,0
127890.wav,ff1010bird,3,1
127961.wav,ff1010bird,3,0
127996.wav,ff1010bird,3,0
127997.wav,ff1010bird,3,0
127998.wav,ff1010bird,3,0
127999.wav,ff1010bird,3,0
128000.wav,ff1010bird,3,0
128001.wav,ff1010bird,3,0
128003.wav,ff1010bird,3,0
128005.wav,ff1010bird,3,0
128007.wav,ff1010bird,3,0
128009.wav,ff1010bird,3,0
128010.wav,ff1010bird,3,1
128011.wav,ff1010bird,3,0
128013.wav,ff1010bird,3,0
128014.wav,ff1010bird,3,0
128015.wav,ff1010bird,3,0
128017.wav,ff1010bird,3,0
128043.wav,ff1010bird,3,0
128044.wav,ff1010bird,3,0
128050.wav,ff1010bird,3,0
128093.wav,ff1010bird,3,0
128104.wav,ff1010bird,3,0
128115.wav,ff1010bird,3,0
128116.wav,ff1010bird,3,0
128235.wav,ff1010bird,3,0
128239.wav,ff1010bird,3,0
128370.wav,ff1010bird,3,0
128372.wav,ff1010bird,3,0
128419.wav,ff1010bird,3,0
128446.wav,ff1010bird,3,0
128572.wav,ff1010bird,3,0
128573.wav,ff1010bird,3,0
128615.wav,ff1010bird,3,0
128616.wav,ff1010bird,3,0
128701.wav,ff1010bird,3,0
128702.wav,ff1010bird,3,0
128703.wav,ff1010bird,3,0
128704.wav,ff1010bird,3,0
128705.wav,ff1010bird,3,1
128706.wav,ff1010bird,3,0
128707.wav,ff1010bird,3,0
128712.wav,ff1010bird,3,0
128740.wav,ff1010bird,3,0
128914.wav,ff1010bird,3,0
128917.wav,ff1010bird,3,0
128938.wav,ff1010bird,3,1
128939.wav,ff1010bird,3,1
128940.wav,ff1010bird,3,0
129218.wav,ff1010bird,3,1
129454.wav,ff1010bird,3,0
129775.wav,ff1010bird,3,1
130015.wav,ff1010bird,3,0
130016.wav,ff1010bird,3,0
130069.wav,ff1010bird,3,0
130076.wav,ff1010bird,3,0
130087.wav,ff1010bird,3,0
130088.wav,ff1010bird,3,0
130089.wav,ff1010bird,3,0
130090.wav,ff1010bird,3,0
130135.wav,ff1010bird,3,0
130136.wav,ff1010bird,3,0
130148.wav,ff1010bird,3,0
130151.wav,ff1010bird,3,1
130474.wav,ff1010bird,3,0
130479.wav,ff1010bird,3,0
130483.wav,ff1010bird,3,1
130485.wav,ff1010bird,3,0
130542.wav,ff1010bird,3,1
130582.wav,ff1010bird,3,0
130585.wav,ff1010bird,3,0
130586.wav,ff1010bird,3,0
130685.wav,ff1010bird,3,0
130865.wav,ff1010bird,3,0
130866.wav,ff1010bird,3,0
130869.wav,ff1010bird,3,0
130871.wav,ff1010bird,3,0
130872.wav,ff1010bird,3,0
130874.wav,ff1010bird,3,1
130875.wav,ff1010bird,3,0
130968.wav,ff1010bird,3,0
131032.wav,ff1010bird,3,0
131105.wav,ff1010bird,3,0
131106.wav,ff1010bird,3,0
131107.wav,ff1010bird,3,0
131108.wav,ff1010bird,3,0
131111.wav,ff1010bird,3,0
131112.wav,ff1010bird,3,0
131113.wav,ff1010bird,3,0
131114.wav,ff1010bird,3,0
131129.wav,ff1010bird,3,0
131130.wav,ff1010bird,3,0
131131.wav,ff1010bird,3,0
131132.wav,ff1010bird,3,0
131133.wav,ff1010bird,3,1
131134.wav,ff1010bird,3,1
131135.wav,ff1010bird,3,0
131236.wav,ff1010bird,3,0
131237.wav,ff1010bird,3,0
131238.wav,ff1010bird,3,0
131239.wav,ff1010bird,3,0
131252.wav,ff1010bird,3,1
131253.wav,ff1010bird,3,0
131254.wav,ff1010bird,3,0
131356.wav,ff1010bird,3,0
131481.wav,ff1010bird,3,0
131483.wav,ff1010bird,3,0
131485.wav,ff1010bird,3,0
131488.wav,ff1010bird,3,0
131689.wav,ff1010bird,3,1
131712.wav,ff1010bird,3,0
131873.wav,ff1010bird,3,0
131919.wav,ff1010bird,3,1
131920.wav,ff1010bird,3,0
131980.wav,ff1010bird,3,0
131981.wav,ff1010bird,3,0
132010.wav,ff1010bird,3,0
132031.wav,ff1010bird,3,0
132045.wav,ff1010bird,3,0
132046.wav,ff1010bird,3,0
132047.wav,ff1010bird,3,0
132048.wav,ff1010bird,3,0
132049.wav,ff1010bird,3,0
132078.wav,ff1010bird,3,0
132108.wav,ff1010bird,3,1
132109.wav,ff1010bird,3,0
132110.wav,ff1010bird,3,0
132111.wav,ff1010bird,3,0
132129.wav,ff1010bird,3,0
132145.wav,ff1010bird,3,0
132175.wav,ff1010bird,3,0
132176.wav,ff1010bird,3,0
132228.wav,ff1010bird,3,0
132248.wav,ff1010bird,3,0
132277.wav,ff1010bird,3,0
132362.wav,ff1010bird,3,0
132363.wav,ff1010bird,3,0
132473.wav,ff1010bird,3,1
132534.wav,ff1010bird,3,0
132640.wav,ff1010bird,3,0
132823.wav,ff1010bird,3,0
132836.wav,ff1010bird,3,0
132852.wav,ff1010bird,3,0
132905.wav,ff1010bird,3,0
132933.wav,ff1010bird,3,0
132934.wav,ff1010bird,3,0
132936.wav,ff1010bird,3,0
132941.wav,ff1010bird,3,0
132945.wav,ff1010bird,3,0
132980.wav,ff1010bird,3,0
132982.wav,ff1010bird,3,0
132983.wav,ff1010bird,3,0
132984.wav,ff1010bird,3,0
132985.wav,ff1010bird,3,0
132986.wav,ff1010bird,3,0
132987.wav,ff1010bird,3,0
132988.wav,ff1010bird,3,0
132989.wav,ff1010bird,3,0
132991.wav,ff1010bird,3,0
132992.wav,ff1010bird,3,0
132993.wav,ff1010bird,3,0
132994.wav,ff1010bird,3,0
133083.wav,ff1010bird,3,0
133084.wav,ff1010bird,3,0
133085.wav,ff1010bird,3,0
133086.wav,ff1010bird,3,0
133087.wav,ff1010bird,3,0
133088.wav,ff1010bird,3,0
133090.wav,ff1010bird,3,0
133091.wav,ff1010bird,3,0
133092.wav,ff1010bird,3,0
133093.wav,ff1010bird,3,0
133094.wav,ff1010bird,3,0
133095.wav,ff1010bird,3,0
133096.wav,ff1010bird,3,0
133097.wav,ff1010bird,3,1
133446.wav,ff1010bird,3,1
133470.wav,ff1010bird,3,1
133471.wav,ff1010bird,3,0
133472.wav,ff1010bird,3,1
133473.wav,ff1010bird,3,0
133474.wav,ff1010bird,3,0
133494.wav,ff1010bird,3,1
133669.wav,ff1010bird,3,0
133670.wav,ff1010bird,3,0
133744.wav,ff1010bird,3,0
133745.wav,ff1010bird,3,0
133746.wav,ff1010bird,3,1
133747.wav,ff1010bird,3,0
133818.wav,ff1010bird,3,0
133879.wav,ff1010bird,3,0
134068.wav,ff1010bird,3,0
134077.wav,ff1010bird,3,1
134700.wav,ff1010bird,3,0
134780.wav,ff1010bird,3,0
134781.wav,ff1010bird,3,1
134888.wav,ff1010bird,3,0
134889.wav,ff1010bird,3,0
134890.wav,ff1010bird,3,0
134968.wav,ff1010bird,3,0
134970.wav,ff1010bird,3,0
134971.wav,ff1010bird,3,0
134972.wav,ff1010bird,3,0
134973.wav,ff1010bird,3,0
134974.wav,ff1010bird,3,0
134975.wav,ff1010bird,3,0
134979.wav,ff1010bird,3,0
134980.wav,ff1010bird,3,0
134982.wav,ff1010bird,3,0
134984.wav,ff1010bird,3,0
134985.wav,ff1010bird,3,0
134986.wav,ff1010bird,3,0
134988.wav,ff1010bird,3,0
135046.wav,ff1010bird,3,1
135122.wav,ff1010bird,3,1
135123.wav,ff1010bird,3,1
135135.wav,ff1010bird,3,0
135446.wav,ff1010bird,3,0
135471.wav,ff1010bird,3,0
135483.wav,ff1010bird,3,0
135488.wav,ff1010bird,3,1
135504.wav,ff1010bird,3,0
135537.wav,ff1010bird,3,0
135579.wav,ff1010bird,3,1
135661.wav,ff1010bird,3,0
135717.wav,ff1010bird,3,0
135718.wav,ff1010bird,3,0
135719.wav,ff1010bird,3,0
135720.wav,ff1010bird,3,0
135805.wav,ff1010bird,3,0
135811.wav,ff1010bird,3,0
135834.wav,ff1010bird,3,1
135835.wav,ff1010bird,3,1
135877.wav,ff1010bird,3,0
135878.wav,ff1010bird,3,0
135879.wav,ff1010bird,3,1
135942.wav,ff1010bird,3,0
136259.wav,ff1010bird,3,1
136280.wav,ff1010bird,3,0
136408.wav,ff1010bird,3,1
136473.wav,ff1010bird,3,0
136474.wav,ff1010bird,3,0
136475.wav,ff1010bird,3,0
136540.wav,ff1010bird,3,0
136605.wav,ff1010bird,3,0
136616.wav,ff1010bird,3,1
137072.wav,ff1010bird,3,1
137077.wav,ff1010bird,3,1
137078.wav,ff1010bird,3,0
137115.wav,ff1010bird,3,0
137150.wav,ff1010bird,3,0
137151.wav,ff1010bird,3,0
137153.wav,ff1010bird,3,1
137154.wav,ff1010bird,3,1
137155.wav,ff1010bird,3,1
137156.wav,ff1010bird,3,0
137235.wav,ff1010bird,3,0
137239.wav,ff1010bird,3,0
137289.wav,ff1010bird,3,1
137720.wav,ff1010bird,3,0
137736.wav,ff1010bird,3,0
137737.wav,ff1010bird,3,1
137738.wav,ff1010bird,3,0
137740.wav,ff1010bird,3,0
137836.wav,ff1010bird,3,0
137837.wav,ff1010bird,3,0
137838.wav,ff1010bird,3,0
137880.wav,ff1010bird,3,1
137884.wav,ff1010bird,3,1
137885.wav,ff1010bird,3,0
137886.wav,ff1010bird,3,0
137892.wav,ff1010bird,3,0
137893.wav,ff1010bird,3,0
137894.wav,ff1010bird,3,0
137957.wav,ff1010bird,3,0
137958.wav,ff1010bird,3,0
137960.wav,ff1010bird,3,0
137961.wav,ff1010bird,3,0
137963.wav,ff1010bird,3,0
137966.wav,ff1010bird,3,1
137968.wav,ff1010bird,3,0
137977.wav,ff1010bird,3,0
138014.wav,ff1010bird,3,0
138040.wav,ff1010bird,3,1
138160.wav,ff1010bird,3,0
138229.wav,ff1010bird,3,1
138235.wav,ff1010bird,3,0
138238.wav,ff1010bird,3,0
138239.wav,ff1010bird,3,0
138240.wav,ff1010bird,3,0
138241.wav,ff1010bird,3,0
138242.wav,ff1010bird,3,0
138243.wav,ff1010bird,3,0
138424.wav,ff1010bird,3,0
138432.wav,ff1010bird,3,0
138434.wav,ff1010bird,3,0
138459.wav,ff1010bird,3,0
138465.wav,ff1010bird,3,0
138466.wav,ff1010bird,3,0
138467.wav,ff1010bird,3,0
138650.wav,ff1010bird,3,1
139008.wav,ff1010bird,3,0
139093.wav,ff1010bird,3,0
139094.wav,ff1010bird,3,0
139095.wav,ff1010bird,3,0
139096.wav,ff1010bird,3,0
139097.wav,ff1010bird,3,0
139099.wav,ff1010bird,3,1
139100.wav,ff1010bird,3,0
139102.wav,ff1010bird,3,0
139104.wav,ff1010bird,3,1
139326.wav,ff1010bird,3,0
139327.wav,ff1010bird,3,0
139328.wav,ff1010bird,3,0
139337.wav,ff1010bird,3,0
139512.wav,ff1010bird,3,0
139767.wav,ff1010bird,3,0
139768.wav,ff1010bird,3,0
139769.wav,ff1010bird,3,0
139964.wav,ff1010bird,3,0
139967.wav,ff1010bird,3,0
139981.wav,ff1010bird,3,0
139986.wav,ff1010bird,3,0
139987.wav,ff1010bird,3,0
139988.wav,ff1010bird,3,0
140034.wav,ff1010bird,3,0
140039.wav,ff1010bird,3,0
140043.wav,ff1010bird,3,0
140044.wav,ff1010bird,3,0
140047.wav,ff1010bird,3,1
140075.wav,ff1010bird,3,0
140158.wav,ff1010bird,3,0
140198.wav,ff1010bird,3,1
140204.wav,ff1010bird,3,0
140330.wav,ff1010bird,3,0
140346.wav,ff1010bird,3,0
140350.wav,ff1010bird,3,0
140503.wav,ff1010bird,3,1
140581.wav,ff1010bird,3,0
140623.wav,ff1010bird,3,1
140638.wav,ff1010bird,3,1
140703.wav,ff1010bird,3,1
140704.wav,ff1010bird,3,1
140707.wav,ff1010bird,3,1
140710.wav,ff1010bird,3,0
140712.wav,ff1010bird,3,0
140720.wav,ff1010bird,3,0
140724.wav,ff1010bird,3,0
140728.wav,ff1010bird,3,0
140754.wav,ff1010bird,3,0
140776.wav,ff1010bird,3,0
140789.wav,ff1010bird,3,0
140790.wav,ff1010bird,3,0
140791.wav,ff1010bird,3,0
140792.wav,ff1010bird,3,0
140794.wav,ff1010bird,3,0
140795.wav,ff1010bird,3,0
140796.wav,ff1010bird,3,0
140797.wav,ff1010bird,3,0
140798.wav,ff1010bird,3,0
140799.wav,ff1010bird,3,1
140800.wav,ff1010bird,3,0
140801.wav,ff1010bird,3,0
140802.wav,ff1010bird,3,0
140803.wav,ff1010bird,3,0
140804.wav,ff1010bird,3,0
140805.wav,ff1010bird,3,0
140816.wav,ff1010bird,3,0
140817.wav,ff1010bird,3,0
140818.wav,ff1010bird,3,0
140819.wav,ff1010bird,3,0
140820.wav,ff1010bird,3,0
140821.wav,ff1010bird,3,0
140822.wav,ff1010bird,3,1
140823.wav,ff1010bird,3,0
140825.wav,ff1010bird,3,1
140826.wav,ff1010bird,3,0
140827.wav,ff1010bird,3,0
140828.wav,ff1010bird,3,0
140829.wav,ff1010bird,3,0
140830.wav,ff1010bird,3,0
140844.wav,ff1010bird,3,0
140845.wav,ff1010bird,3,0
140846.wav,ff1010bird,3,0
140874.wav,ff1010bird,3,0
141110.wav,ff1010bird,3,1
141144.wav,ff1010bird,3,0
141160.wav,ff1010bird,3,0
141161.wav,ff1010bird,3,0
141162.wav,ff1010bird,3,0
141163.wav,ff1010bird,3,0
141165.wav,ff1010bird,3,0
141166.wav,ff1010bird,3,0
141167.wav,ff1010bird,3,0
141168.wav,ff1010bird,3,0
141174.wav,ff1010bird,3,0
141175.wav,ff1010bird,3,0
141176.wav,ff1010bird,3,0
141177.wav,ff1010bird,3,0
141178.wav,ff1010bird,3,0
141179.wav,ff1010bird,3,0
141180.wav,ff1010bird,3,0
141181.wav,ff1010bird,3,0
141182.wav,ff1010bird,3,0
141255.wav,ff1010bird,3,0
141263.wav,ff1010bird,3,0
141285.wav,ff1010bird,3,0
141376.wav,ff1010bird,3,0
141378.wav,ff1010bird,3,0
141453.wav,ff1010bird,3,0
141596.wav,ff1010bird,3,0
141859.wav,ff1010bird,3,0
141977.wav,ff1010bird,3,0
141978.wav,ff1010bird,3,0
141990.wav,ff1010bird,3,0
141991.wav,ff1010bird,3,0
141992.wav,ff1010bird,3,0
142011.wav,ff1010bird,3,0
142293.wav,ff1010bird,3,0
142294.wav,ff1010bird,3,0
142295.wav,ff1010bird,3,0
142335.wav,ff1010bird,3,0
142905.wav,ff1010bird,3,0
143115.wav,ff1010bird,3,0
143284.wav,ff1010bird,3,1
143285.wav,ff1010bird,3,0
143292.wav,ff1010bird,3,0
143293.wav,ff1010bird,3,0
143294.wav,ff1010bird,3,0
143298.wav,ff1010bird,3,0
143299.wav,ff1010bird,3,0
143305.wav,ff1010bird,3,0
143306.wav,ff1010bird,3,0
143555.wav,ff1010bird,3,0
143623.wav,ff1010bird,3,0
143953.wav,ff1010bird,3,0
143954.wav,ff1010bird,3,0
143955.wav,ff1010bird,3,0
143956.wav,ff1010bird,3,0
143958.wav,ff1010bird,3,0
143960.wav,ff1010bird,3,0
143961.wav,ff1010bird,3,0
143962.wav,ff1010bird,3,0
143963.wav,ff1010bird,3,0
143964.wav,ff1010bird,3,0
144018.wav,ff1010bird,3,0
144019.wav,ff1010bird,3,1
144029.wav,ff1010bird,3,1
144059.wav,ff1010bird,3,0
144065.wav,ff1010bird,3,0
144066.wav,ff1010bird,3,0
144067.wav,ff1010bird,3,0
144068.wav,ff1010bird,3,0
144069.wav,ff1010bird,3,0
144070.wav,ff1010bird,3,0
144071.wav,ff1010bird,3,0
144075.wav,ff1010bird,3,0
144076.wav,ff1010bird,3,0
144077.wav,ff1010bird,3,0
144078.wav,ff1010bird,3,0
144084.wav,ff1010bird,3,0
144086.wav,ff1010bird,3,0
144123.wav,ff1010bird,3,0
144152.wav,ff1010bird,3,0
144153.wav,ff1010bird,3,0
144164.wav,ff1010bird,3,1
144260.wav,ff1010bird,3,0
144343.wav,ff1010bird,3,1
144512.wav,ff1010bird,3,0
144527.wav,ff1010bird,3,0
144891.wav,ff1010bird,3,0
144914.wav,ff1010bird,3,0
144941.wav,ff1010bird,3,0
145043.wav,ff1010bird,3,0
145045.wav,ff1010bird,3,1
145081.wav,ff1010bird,3,1
145082.wav,ff1010bird,3,1
145083.wav,ff1010bird,3,0
145092.wav,ff1010bird,3,1
145223.wav,ff1010bird,3,0
145262.wav,ff1010bird,3,1
145273.wav,ff1010bird,3,0
145274.wav,ff1010bird,3,0
145275.wav,ff1010bird,3,0
145365.wav,ff1010bird,3,0
145472.wav,ff1010bird,3,0
145473.wav,ff1010bird,3,0
145474.wav,ff1010bird,3,0
145479.wav,ff1010bird,3,0
145480.wav,ff1010bird,3,0
145481.wav,ff1010bird,3,0
145482.wav,ff1010bird,3,0
145484.wav,ff1010bird,3,0
145485.wav,ff1010bird,3,0
145486.wav,ff1010bird,3,0
145488.wav,ff1010bird,3,0
145490.wav,ff1010bird,3,0
145519.wav,ff1010bird,3,0
145520.wav,ff1010bird,3,0
145521.wav,ff1010bird,3,0
145522.wav,ff1010bird,3,0
145523.wav,ff1010bird,3,0
145524.wav,ff1010bird,3,1
145526.wav,ff1010bird,3,0
145528.wav,ff1010bird,3,0
145529.wav,ff1010bird,3,0
145530.wav,ff1010bird,3,0
145531.wav,ff1010bird,3,0
145535.wav,ff1010bird,3,0
145538.wav,ff1010bird,3,0
145539.wav,ff1010bird,3,0
145540.wav,ff1010bird,3,0
145545.wav,ff1010bird,3,0
145546.wav,ff1010bird,3,0
145550.wav,ff1010bird,3,1
145551.wav,ff1010bird,3,0
145552.wav,ff1010bird,3,0
145553.wav,ff1010bird,3,0
145554.wav,ff1010bird,3,0
145555.wav,ff1010bird,3,0
145556.wav,ff1010bird,3,1
145557.wav,ff1010bird,3,0
145575.wav,ff1010bird,3,1
145576.wav,ff1010bird,3,0
145777.wav,ff1010bird,3,0
146075.wav,ff1010bird,3,0
146191.wav,ff1010bird,3,0
146193.wav,ff1010bird,3,0
146194.wav,ff1010bird,3,0
146196.wav,ff1010bird,3,0
146197.wav,ff1010bird,3,0
146198.wav,ff1010bird,3,0
146199.wav,ff1010bird,3,0
146200.wav,ff1010bird,3,0
146201.wav,ff1010bird,3,0
146203.wav,ff1010bird,3,0
146210.wav,ff1010bird,3,0
146211.wav,ff1010bird,3,0
146212.wav,ff1010bird,3,0
146213.wav,ff1010bird,3,0
146217.wav,ff1010bird,3,0
146221.wav,ff1010bird,3,0
146223.wav,ff1010bird,3,0
146229.wav,ff1010bird,3,0
146272.wav,ff1010bird,3,0
146273.wav,ff1010bird,3,0
146274.wav,ff1010bird,3,0
146275.wav,ff1010bird,3,1
146276.wav,ff1010bird,3,0
146325.wav,ff1010bird,3,0
146326.wav,ff1010bird,3,0
146344.wav,ff1010bird,3,0
146346.wav,ff1010bird,3,0
146347.wav,ff1010bird,3,0
146359.wav,ff1010bird,3,0
146436.wav,ff1010bird,3,0
146690.wav,ff1010bird,3,0
146691.wav,ff1010bird,3,0
146692.wav,ff1010bird,3,0
146693.wav,ff1010bird,3,0
146695.wav,ff1010bird,3,1
146696.wav,ff1010bird,3,1
146697.wav,ff1010bird,3,0
146698.wav,ff1010bird,3,0
146699.wav,ff1010bird,3,1
146701.wav,ff1010bird,3,1
146702.wav,ff1010bird,3,1
146703.wav,ff1010bird,3,1
146706.wav,ff1010bird,3,0
146708.wav,ff1010bird,3,0
146709.wav,ff1010bird,3,0
146710.wav,ff1010bird,3,1
146711.wav,ff1010bird,3,1
146712.wav,ff1010bird,3,1
146713.wav,ff1010bird,3,1
146714.wav,ff1010bird,3,0
146715.wav,ff1010bird,3,1
146716.wav,ff1010bird,3,0
146743.wav,ff1010bird,3,0
146745.wav,ff1010bird,3,0
146750.wav,ff1010bird,3,0
146812.wav,ff1010bird,3,0
146835.wav,ff1010bird,3,0
146842.wav,ff1010bird,3,0
146843.wav,ff1010bird,3,0
146844.wav,ff1010bird,3,1
146845.wav,ff1010bird,3,0
146846.wav,ff1010bird,3,0
146847.wav,ff1010bird,3,0
146848.wav,ff1010bird,3,0
146849.wav,ff1010bird,3,0
146850.wav,ff1010bird,3,0
146851.wav,ff1010bird,3,0
146852.wav,ff1010bird,3,0
146853.wav,ff1010bird,3,0
146854.wav,ff1010bird,3,0
146855.wav,ff1010bird,3,0
146856.wav,ff1010bird,3,0
146857.wav,ff1010bird,3,0
146858.wav,ff1010bird,3,0
146860.wav,ff1010bird,3,0
146861.wav,ff1010bird,3,0
146862.wav,ff1010bird,3,0
146863.wav,ff1010bird,3,0
146864.wav,ff1010bird,3,0
146865.wav,ff1010bird,3,0
146866.wav,ff1010bird,3,0
146867.wav,ff1010bird,3,0
146868.wav,ff1010bird,3,1
146869.wav,ff1010bird,3,1
146870.wav,ff1010bird,3,1
146871.wav,ff1010bird,3,1
146914.wav,ff1010bird,3,0
146993.wav,ff1010bird,3,0
147013.wav,ff1010bird,3,0
147015.wav,ff1010bird,3,0
147030.wav,ff1010bird,3,0
147239.wav,ff1010bird,3,0
147240.wav,ff1010bird,3,0
147241.wav,ff1010bird,3,0
147245.wav,ff1010bird,3,0
147263.wav,ff1010bird,3,0
147266.wav,ff1010bird,3,1
147538.wav,ff1010bird,3,1
147582.wav,ff1010bird,3,1
147586.wav,ff1010bird,3,0
147599.wav,ff1010bird,3,0
147602.wav,ff1010bird,3,0
147636.wav,ff1010bird,3,0
147638.wav,ff1010bird,3,1
147639.wav,ff1010bird,3,1
147673.wav,ff1010bird,3,0
147678.wav,ff1010bird,3,0
147685.wav,ff1010bird,3,1
147760.wav,ff1010bird,3,1
147777.wav,ff1010bird,3,0
147794.wav,ff1010bird,3,0
147819.wav,ff1010bird,3,0
147863.wav,ff1010bird,3,0
147894.wav,ff1010bird,3,0
147899.wav,ff1010bird,3,0
147905.wav,ff1010bird,3,0
147911.wav,ff1010bird,3,0
147921.wav,ff1010bird,3,0
147922.wav,ff1010bird,3,1
147923.wav,ff1010bird,3,0
147924.wav,ff1010bird,3,0
147926.wav,ff1010bird,3,0
147927.wav,ff1010bird,3,0
147928.wav,ff1010bird,3,0
147929.wav,ff1010bird,3,0
147930.wav,ff1010bird,3,0
147931.wav,ff1010bird,3,0
147932.wav,ff1010bird,3,0
147933.wav,ff1010bird,3,0
147934.wav,ff1010bird,3,0
147935.wav,ff1010bird,3,0
147936.wav,ff1010bird,3,0
147937.wav,ff1010bird,3,0
147939.wav,ff1010bird,3,0
147940.wav,ff1010bird,3,0
147941.wav,ff1010bird,3,0
147942.wav,ff1010bird,3,0
147943.wav,ff1010bird,3,0
147944.wav,ff1010bird,3,0
147945.wav,ff1010bird,3,0
147946.wav,ff1010bird,3,0
147947.wav,ff1010bird,3,0
147948.wav,ff1010bird,3,0
147950.wav,ff1010bird,3,0
147951.wav,ff1010bird,3,0
147958.wav,ff1010bird,3,1
148034.wav,ff1010bird,3,0
148101.wav,ff1010bird,3,0
148143.wav,ff1010bird,3,1
